,review,rating
17286,kiosk restaurant staff presence many server food table customer staff pure chaos place order talk counter person kiosk busy organization order chaos confusion extra staff introduction kiosk service wrong,1 star
17287,horrible place people speaker order wrong polite mess order time wonder manager employee intent attention customer thing well service business return go,1 star
17288,receipt thru pm minute wait woman second drive headset lot background pay woman first window able locate order moment sure accurate change window word receipt next window food drink girl window order food large coke medium use complaining lane medium fry top fry mushy mixed fresh fry wrong bad mushy stale microwave disgusting annoyed point fry perfect time fry waste reason star nice sure kiosk food quality drive thru efficiency need first time stale fry order location way lack efficiency frustrating,2 stars
17289,loud manager kid grandkid place mess loud food place bit kid different mcdonald other,1 star
17290,kitchen manager important customer happy good server today family eat conclusion great service good food employee amazing job way woman great moment meal,5 stars
17291,corner particular location coworker location fast food milkshake work entire building milkshake extra drive chick fil,2 stars
17292,slow offtask worker multiple night week coffee bite aroundit line coffee fry,1 star
17293,location last week first window pay next window payment first window order wrong drink extra fri person fris girl drink language unhappy week husband raw convenience way today meal lady double check insidesaid git home burger,1 star
17294,hair food manager possible way food hairnet head money arguing point whole line ignorant treat customer period hair food haha joke,1 star
17295,bad place food charge credit card order receipt way food money people much time drivethru sure food,1 star
17296,careful cashier charge extra full order thing top cashier upset missingthing,1 star
17297,wrong end good good fry nice hot way star,5 stars
17298,burger rubber awful fresh bread chicken stretchy last,2 stars
17299,clean food fresh line worth food fresh hot staff nice,5 stars
17300,dinner drive tonight order bacon cheese fry small amount cheese bacon oreo lid mixed go mixed mixed looking,2 stars
17301,minute thru,1 star
17302,first week cheese eat lot onion lady front russian sweetheart well food detention center,5 stars
17303,time least thing convenience extra minute order kid nice manager attitude,1 star
17304,mcdonald impre,5 stars
17305,simple order piece young lady order misunderstood window order price avail beverage orange soda wet drive manager last visit mcdonald,1 star
17306,unprofessional mcdonald uber food sticker bag bag hole bag poor quality food food cold hashbrown bent sandwich care process order little water bottle establishment sick stomach fashion food,1 star
17307,medium fry large chocolate shake hygiene kitchen time unclean hand washing glove guy hygiene level customer,1 star
17308,thru line mask item bag ready new pastry wonderful,4 stars
17309,old clock,5 stars
17310,company advertising support front line worker company disrespectful people other state state help child breakfast location wait person thru person order person help steady late work guy free meal front line worker support,1 star
17311,long life cheap food day wrong order move hand bag mind fry place happy enjoy meal,1 star
17312,nasty foul odor chinese food place entire lobby employee massive order offensive odor appetite location corona virus,1 star
17313,shiny new kiosk mcdonald speed chocolate shake vanilla chocolate way bacon big mac,4 stars
17314,good bagel great quick service smile work food service township girl,5 stars
17315,pounder meal milkshake ordering woman floor young lady assisting ice cream order employee arrogant voice rude question woman milkshake arrogant voice rest staff comment wait minute order refund speak manager woman manager available next day report incident front customer representative speak manager attention woman encounter night horrible customer service language tone professional customer service manager whole time manager team long location customer loss eat,1 star
17316,location today drive line side number artisan chicken sandwich meal minute number ticket counter bag work chicken sandwich big big mac sick big sick stomach needless happy bag car rest work day way home bag food manager food getkeep mind fry rude receipt ticket call number food difference receipt untouched food refund hungry new meal minute right artisan chicken sandwich couple minute bag sandwich fry wrong fry sandwich miserable poop butt manager fresh french fry sandwich old fry hour whole interaction personal acting money pocket final argument thought think big fry house horrible experience minute lunch wind able else fault right manager use little bit power rule difficult entire life fix error right hope whole mess,1 star
17317,mcds service good quality variable good stale fry cold employee notch usual fast food update last time quarter pounder bun stale patty overdone way fast cookedtoorder disappointed quality neverfrozen pound patty world well frozen one,4 stars
17318,new experience different new set order person type person people rap,3 stars
17319,first time clean kid area lobby area large tablet kid charge new item,5 stars
17320,much salt thurst,1 star
17321,many year order accurate food fresh tasty,5 stars
17322,good,5 stars
17323,food good large fry full look medium fry close diner worker hour schedule,3 stars
17324,concerned fry worry willing fix happy,3 stars
17325,tonight food family order bun sandwich hard rock mcdonald mcdonald start burger king,1 star
17326,clean fast accurate order,5 stars
17327,able remodel food coffee tea soda,5 stars
17328,typical mickyds spectacular app curbside pickup straws drink husband pickle onion burger,3 stars
17329,clean store staff excellent,5 stars
17330,little kid order item cheeseburger request mustard omission receipt cheeseburger mustard reply customer service blunder tell person cheeseburger mustard food unique experience berate cooking staff next minute kid meal mcdonald next time,1 star
17331,heavy woman short quick weave glass rude miserable looking order min doordash order order bag,2 stars
17332,group total due store manager order kid restaurant week kid mess salt shaker group casual conversation side restaurant second lady football kid many kid time mind disrespectful disruptive mcdonald place lounge free time adulthood store management employee minute piece medium fry,1 star
17333,bad incompetent people simple order megiven refundbut attitude galorewhybecause busy angry customerbehind busy refund deal askeddue apologizedterrible custservand fry coldburger bland condiment min minute ordeal,1 star
17334,staff polite star cause time thru order wrong order,3 stars
17335,order ready pull window good note fry hot,3 stars
17336,good customer service,5 stars
17337,hard team morning shift professional need raise,5 stars
17338,lunch break staff minute food leave work large fry smoothie,1 star
17339,mcdonald fast food restaurant place son able quick bite due severe dairy allergy dairy free meal meal match old son time decade special meal great place family,5 stars
17340,breakfast morningsausage mcmuffin egg service,5 stars
17341,great time fundraiser,5 stars
17342,predictable mediocre food arrogant manager incompetent staff part order charge woukd restore sauce wrong,2 stars
17343,location slow time cashier patience helpful use app terrible attitude finish ordering next order beh,1 star
17344,clean staff friendly cashier way kid happy meal am awesome,5 stars
17345,young lady 27th pm register wrong change hostile long get manager learn change math class,1 star
17346,item order call item offer mile,2 stars
17347,average ok service ok food exceptional positive negative ask type salad dressing wrong dressing multiple time,2 stars
17348,first place order kiosk food care long line drivethru,2 stars
17349,disaster fish filet tartar sauce poop list intentional unnecessary obvious mention 30min place order people star effort clue deal everything place cost word wise,1 star
17350,staff mcdonald teenager respectful polite order service,4 stars
17351,food good fry cold hot fry warm,1 star
17352,new renovation location amazing touch screen ordering sure new play area blast,5 stars
17353,food great service fast worker friendly,5 stars
17354,food staff counter roach beetle thing restaurant air huge spider window copious amount crumb food ant,2 stars
17355,line slow second lane lane building time car,2 stars
17356,bad experience none spanish people fresh arrogant,1 star
17357,nice playground kid clean worker friendly bathroom clean appropriate child hand,4 stars
17358,midnight incompetent staff slow food overcooked item right time friendly staff,1 star
17359,friendly staff clean restaurant food great awesome place kid playground location,5 stars
17360,couple time week sweet tea mcdonald sweet tea bad trust place ice tea bin tea taste bad food good,5 stars
17361,worker rude order food,3 stars
17362,thru today 21st lunch time cut diet soda available father diabetic first window africanamerican hand window price ask exact change money horrible wish star,1 star
17363,fresh hot food great customer service,5 stars
17364,clean,4 stars
17365,quick service area,5 stars
17366,year great surprise minimalist vibe clean service quick,4 stars
17367,horrible service line server service line customer answer hour way line,1 star
17368,food fresh good fast good fresh fry,5 stars
17369,first time particular restaurant food hot counter friendly efficient,4 stars
17370,soda friendly time,5 stars
17371,staff courteous polite,5 stars
17372,food staff attentive polite seating area clean bathroom less parking abundant,4 stars
17373,friendly service hot fresh fry order nice consistency mcds,5 stars
17374,fry freshclean restaurant friendly service,5 stars
17375,time mcdonald star different employee order,4 stars
17376,sexy ginger bartender straight blast exceptional drink,5 stars
17377,staff,2 stars
17378,fast food watch super size sequel much stuff food,3 stars
17379,lunch helpful carrying tray beverage table attention people disability,5 stars
17380,usual order time hr joke robot right,2 stars
17381,boss boss willingness care customer staff outstanding area,5 stars
17382,service slow food kid meal,1 star
17383,price hamburger small fry medium beverage,3 stars
17384,open midnight,1 star
17385,staff food time order number son new play place bit kid parent care worker care,1 star
17386,size drink dollar sweet tea cost sweet tea,1 star
17387,mcdonald certain day,3 stars
17388,boo wish order order wrong,1 star
17389,fish filet sandwich old cold end sandwich horrible shame microwave sandwich,2 stars
17390,food hotb hot french fry,4 stars
17391,place bad place work place dirty,1 star
17392,first crispy,3 stars
17393,fast food,5 stars
17394,80 geek geekprotagonist,5 stars
17395,thru line tad minute fresh fry staff service great,4 stars
17396,mcdonaldsare familiar review burger mcdonald,3 stars
17397,nice people good food little sense urgency well tab order,3 stars
17398,good food,4 stars
17399,iced coffee kid place dish soap unhealthy food,1 star
17400,breakfast menu croissant long hour weekend,4 stars
17401,food,5 stars
17402,manager rude staff great manager today pm rude af,1 star
17403,thru joke order mcdonald,2 stars
17404,amazing service,5 stars
17405,dinner ord,2 stars
17406,sure fry great customer service,3 stars
17407,love fact order egg mcmuffin muffin,4 stars
17408,fast food joint,3 stars
17409,great value price service location slow peak hour,5 stars
17410,long time coffee service alittle slow,3 stars
17411,great staff food uber eat,5 stars
17412,mobile double lane thing quick,4 stars
